problem,algorithm,status,error_msg,algorithm_key,dim,run,seed,error,best_value,evaluations,budget,seconds,best_x
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,32,570047492,2.0110768541581336e-05,2.0110768541581336e-05,10000,10000,1.5663,"[-4.312224146365976, 0.1944505531302081, -3.523350595792607, -1.2811770424097055, 2.2388148392658636, -3.1102030001607144, -1.2913771909652272, -2.8833247755908094, -2.8643482717367292, -2.6602901533491714]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,33,3186277490,0.0004392948186995316,0.0004392948186995316,10000,10000,1.4721,"[-1.0502746021554046, 0.025476575922122748, -3.3215316653783624, -2.5139038052989164, -1.7050813367649562, 1.275874349805198, 1.9264955237338341, -4.985157357576766, -0.3012389831228006, -0.3247313055722607]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,34,2512934707,1.8460471656212007e-05,1.8460471656212007e-05,10000,10000,1.3158,"[4.0343003279391105, 4.925101691312466, 2.59966892347297, 0.37696612291604503, -1.1666060985218523, 1.8279817947769033, 1.0896221687433312, 2.7459864764688575, 1.2999137275621901, -2.378104021195346]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,35,1195616978,1.6178166301394903e-05,1.6178166301394903e-05,10000,10000,1.342,"[-0.8405702964259993, 4.416315804511349, -0.9289991012716285, 4.887169716965844, -1.3586973414855983, 3.3236946891446557, -4.25564217435752, 4.204028994867574, 4.521306200382826, 1.904706317393161]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,36,3143912388,1.3528457584066622e-05,1.3528457584066622e-05,10000,10000,1.3494,"[-3.3320766384986333, 2.0010643649191557, 4.163275508989788, -0.7863862969281001, 0.11399810945822964, 3.742515400056746, -0.8660288898365778, 4.581610101175039, -2.5035884370279446, 1.6675230444414488]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,37,645616725,3.440513915131671e-05,3.440513915131671e-05,10000,10000,1.3085,"[2.0781308975455883, 4.049769026655145, 4.923852398256923, 4.3492651732506875, 3.40375923872205, -1.585699653369963, -2.061597132623808, 4.44118763786573, -2.5483933533414884, -1.6430601199888493]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,38,2555882972,1.795009901761624e-05,1.795009901761624e-05,10000,10000,1.3244,"[-1.1589610254203642, 0.9649300233539719, 2.82840515809524, -3.9596035582764006, 1.0276687184300854, -1.6720123034870067, -1.6442359546982586, 2.183789775993681, 2.276409442368948, 3.139508712201477]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,39,4198608495,0.000333370071631367,0.000333370071631367,10000,10000,1.1747,"[-1.7304051818069688, -3.501250666248363, -4.941913608695065, 1.5854130231325634, -4.7602448888904165, 1.9270651588738623, -2.240901636787701, 4.708688517006163, 4.0453682084275675, 4.814068487533786]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,40,1006062276,3.0353484807177367e-05,3.0353484807177367e-05,10000,10000,1.1118,"[2.0151812449543884, -4.24019241013427, -1.6610940909696161, -0.9318017462174968, 3.244946367784415, 4.036395487211811, -0.4715812948220651, 3.4767994352503186, 0.6230689981202673, 2.62872501774514]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,41,122454306,0.00030000011679243155,0.00030000011679243155,10000,10000,1.1064,"[3.5617546758692047, -4.48796267660651, 4.756127033080337, -4.984131288393823, -4.155352834167121, -3.775709847234827, 1.5324052762674643, 3.3568640006545394, -1.8601638421343694, 3.5566098674444664]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,42,2191238625,2.3265323180532427e-05,2.3265323180532427e-05,10000,10000,1.2607,"[3.7840818379923995, 0.6279289186532679, 4.481837568557786, -2.6157347819846244, -3.7275365897321535, -0.7464994973113797, 1.0204425743049086, 4.926378195586472, 1.2012093200178517, 3.0387425841276325]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,43,2139661769,5.325057792271437e-05,5.325057792271437e-05,10000,10000,1.0981,"[-4.281578149738432, -4.068487591461934, 2.380629193485989, -3.1091144970972824, -1.9673797532808237, -4.66482376223367, -1.9049270926581823, 3.39438362246619, -1.9930982822610552, -1.2165153376542932]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,44,2443331457,1.0010733981768993e-06,1.0010733981768993e-06,10000,10000,1.0896,"[-4.547250416339699, 3.415498388887304, -3.1904946753543295, -0.17301137667359096, 4.914199181567718, -4.937680469349993, 3.204428617351904, 2.6388324488918915, -3.125383441575427, 3.3795655684935584]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,45,1033750029,0.0001267885226418075,0.0001267885226418075,10000,10000,1.0333,"[-3.3189573099020606, 4.230132438352268, 1.8952063490507527, 0.619375894701431, 3.311155263734026, -3.6372811936960616, 4.342612436251172, 0.5700741819401962, -4.249190194687177, 4.425784548534075]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,46,3307894866,4.76908105110363e-05,4.76908105110363e-05,10000,10000,1.2754,"[-1.7207069163508102, 4.961363742420666, 2.897808723526114, -3.7987733483472637, 1.9371470510122322, 2.2653609280553617, -2.2602450764946536, 2.3006510618081, 3.30229351835942, -0.22532632906984595]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,47,1444831330,0.00015390036192519663,0.00015390036192519663,10000,10000,1.44,"[1.5348416684543835, -1.5389559550314758, -3.202354038721854, 4.999976492820224, -4.83202245232549, -0.05892029252822395, -2.5335016699432957, 4.5372108016688015, 1.9220204463183848, -1.5228694960556162]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,48,3552424877,5.0562275412446844e-05,5.0562275412446844e-05,10000,10000,1.5869,"[-3.029997410180596, 1.5509414692998131, -1.7972491415589893, 2.448736947345651, 3.0484497873826832, -1.525234512194153, -1.4632842122446554, -4.146117638732864, 3.0503067094096394, -4.999913986435687]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,49,1721398908,0.00034900894291511886,0.00034900894291511886,10000,10000,1.5989,"[2.7289373483922197, 0.22679860122470075, -1.1224154517912286, -4.7252717970070375, -2.557237911458305, 4.244654525588469, -0.8927786132422622, -1.0855969080345842, -1.7616741018319158, 1.7115598086046933]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,50,2279681374,5.597951538360846e-05,5.597951538360846e-05,10000,10000,1.7671,"[3.8864907006926046, 0.5347570105823554, -3.843344923788434, -2.8005436614993098, 2.5391593835291886, -1.5738559184709753, -3.9854405171726315, -1.1263329267022364, 4.41522543451797, 3.004581823163859]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,51,3841632597,0.00017464730702188014,0.00017464730702188014,10000,10000,1.5826,"[4.890949458403813, 2.547569931719023, 3.6315819770814883, 0.019546662735391962, 2.9112363904147003, 0.025741496349704462, 3.758297363335339, 1.9041981751357824, 0.8454664781821783, -0.44540389499981664]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,52,574171183,0.00021179335500243202,0.00021179335500243202,10000,10000,1.716,"[-4.246145332276541, -4.99496470248738, 3.163233810458447, 2.5055029096060757, -3.2035503014599946, 0.9503927457761439, 3.3435206858935516, -3.2343415298128484, -3.919338834030704, -1.9627637059597554]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,53,3973865898,1.7733247557383258e-05,1.7733247557383258e-05,10000,10000,1.5244,"[-4.699481351587751, 4.004932874006811, 1.29827026370072, -1.2385251854013277, 2.28174526349968, -1.0161362257372508, -2.9681924008118683, 0.5889187795724938, -0.46070983485912875, -0.9544761256178191]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,54,1797550066,7.258975031843029e-06,7.258975031843029e-06,10000,10000,1.627,"[-0.37844061970290177, -3.4166505573922765, 1.6778036996196142, 0.45730447177199096, 4.399844831487716, 3.478255571598802, 0.2794896131068576, 4.985528153277354, -0.15276568077929153, -1.081033550902232]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,55,726818407,1.2980036165122222e-05,1.2980036165122222e-05,10000,10000,1.7926,"[2.291693953859033, -1.3317080484384594, 1.9491618817475818, 2.4460902205860737, 0.44890053974893895, 3.641457096717412, -0.987932288174306, 3.5964529096958415, 0.20740327645262369, -4.566747018808961]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,56,3575321445,0.0001248664343517225,0.0001248664343517225,10000,10000,1.484,"[-3.2452464146799542, 1.0212600201517894, -4.993011271618601, -1.3631489322833497, -3.878323868828618, -1.5934641623398362, 4.293025817377324, 2.6532526677231782, -1.8120092936138743, 2.887849229106592]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,57,3780788207,1.2238320772350875e-06,1.2238320772350875e-06,10000,10000,1.6216,"[-2.746147372354609, -1.7720935846749546, 0.8165330866630403, -4.944157923398185, -1.0180046674036873, 2.650334179108871, 4.988058279928697, -2.2500175060400975, 2.5181001169677124, 1.1279972131202844]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,58,1843080710,3.2839515206939396e-05,3.2839515206939396e-05,10000,10000,1.5544,"[3.5824097228108887, 3.5127531711362963, -2.960182608071073, -4.985515778505132, 0.5065889860268259, -2.258780280293262, 1.1676764655714462, 2.2485690383475148, -1.305242054243759, -4.240789261120605]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,59,646014566,0.00012426419098765518,0.00012426419098765518,10000,10000,1.6857,"[-3.041453786006403, -2.8742653861064333, 3.673313348156767, -3.6655013856778673, -0.5299756550704391, 0.9315915421947167, 1.9046671172694047, -4.094904464460966, 0.631425940244615, 4.926735483081547]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,60,1093413839,0.00012485929210703794,0.00012485929210703794,10000,10000,1.4768,"[-3.462824881666517, -0.33567192895740405, 1.4669462769782786, 4.625435644889983, -4.303746865999102, 2.4906799081144873, 4.961102504954544, -1.39714320877669, 0.950503776198719, 4.364101106430754]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,61,3657067431,7.1157486861817e-05,7.1157486861817e-05,10000,10000,1.5271,"[0.2176379081992214, 2.789968876239131, 4.004329301732504, 4.362447441866047, -1.4433194369621198, -2.658684718382386, 2.403425746739982, 1.9555128307317502, -0.46054959904846693, -4.112558105819679]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,62,1202014818,4.387860240595565e-05,4.387860240595565e-05,10000,10000,1.3998,"[4.291842688541433, -4.906272796949256, 2.6349744058573, -1.4984519565277297, -4.147004859304257, 1.1402142635893702, -3.5331609013496847, 4.9583053683537175, -4.526866188769329, 0.846688498409825]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,63,2112896742,7.181990459570464e-06,7.181990459570464e-06,10000,10000,1.2417,"[-3.6326181389033603, -2.3127134876892868, 1.085534016082006, -4.998692788036039, 2.9939765761566655, 0.8509988156494297, 3.07468680077055, 2.5999211371207522, 0.861180504749375, -4.987102384775771]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,64,133097439,0.00021773797142143891,0.00021773797142143891,10000,10000,1.1626,"[0.9759937890639114, -4.673797484447078, 4.666830044567135, -3.2770470974933747, -3.7256948212041294, -4.6484490176402815, -2.3485099302320194, 1.824573017425216, 4.967064911777445, -4.854191473922824]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,65,3246499700,9.165531808585925e-05,9.165531808585925e-05,10000,10000,1.0851,"[-1.3305615012805954, 4.932979423293791, 1.7528055221788201, 3.886699909273049, 0.5055835376375963, 3.3275047876125976, 1.6572329043359222, 4.000046163222454, 2.2889580086669667, -0.15039112509435915]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,66,78458337,7.015705464574751e-06,7.015705464574751e-06,10000,10000,1.1286,"[4.027471488663435, -4.641260860842323, 4.836950193618682, 0.05934433377183446, -4.477197686044062, 2.07331288292448, -1.3122561966203428, 4.0421322317495765, 1.0022358272900345, 3.8411925714073463]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,67,2737572686,9.628515411941319e-05,9.628515411941319e-05,10000,10000,1.1543,"[-0.6324189568905609, 1.510983573713009, -4.575697586530779, 3.150311785674962, -3.4697050419759075, 3.422966317508788, 0.01702311630193698, -2.823261864783124, 3.8374129190527366, -1.7566282546628003]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,68,1677692337,0.00010576194065337052,0.00010576194065337052,10000,10000,1.1888,"[4.207878100313646, -4.645048300878123, 4.1552543515207665, -4.3464357399061955, 3.7863485365087484, 1.0038702962037351, 0.9560640260166542, 0.6729698841371277, 3.203883250734834, 3.712301204539215]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,69,3618645965,6.270474566072437e-05,6.270474566072437e-05,10000,10000,1.1016,"[-3.373404144982545, -4.908742622734077, -3.6261517406030706, -2.769219754651008, -4.368528300613892, 3.756460980828262, 3.064135425821874, -2.7938237826626793, 4.863877626028216, 2.7508145072850803]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,70,2454036440,0.00017264589143273223,0.00017264589143273223,10000,10000,1.2646,"[4.9892761707829125, 3.916840406063727, 3.378632482803205, 1.8167901236500246, 0.6834915615339909, 4.454599993317563, 2.192275150499553, -3.939627100323584, 2.8601018673415837, -1.5269140656281124]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,71,627810807,0.0001813318861161317,0.0001813318861161317,10000,10000,1.1996,"[-3.538516036668394, -2.8080596327453784, -4.989221849635118, 1.7860879913899437, -1.774766110758656, -2.8562698788156347, -1.7059310572990647, 2.069079797041905, -0.05451476258262744, 0.9991495245756092]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,72,2059238764,0.0001111555604169645,0.0001111555604169645,10000,10000,1.1962,"[-3.494562579375253, -3.5925217189778467, 4.226102496613877, -3.666269174919868, 0.4686165328849443, -4.247572195128294, 2.711845444572596, 2.3324755248942752, -4.2728709764249775, 4.452865005314673]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,73,1521500017,1.650566839539458e-06,1.650566839539458e-06,10000,10000,1.2289,"[2.8360844874683053, 4.961426052908752, -2.178813271594951, 4.639837727902864, 0.06111690544553383, 0.7623120835544341, -3.7387470374086855, -3.2556005331974953, 4.9729797042618324, -2.2277569382661007]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,74,2132180117,1.9554393965837136e-05,1.9554393965837136e-05,10000,10000,1.1778,"[-1.8732872714994468, 1.444963898183186, 2.4276863045277857, 0.14332880027433603, 3.3860030348856824, -3.0887284234020598, 0.9021724537460045, -4.790355915220015, 1.714794416308181, -2.706702754690191]"
random_objective,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,75,914283464,2.099334940086628e-05,2.099334940086628e-05,10000,10000,1.2456,"[0.6403662511498658, 0.24348751291982929, -2.0834230153457725, -2.200629724913121, -4.593643391469114, 1.780993076372666, 0.9996510734823247, 2.5346716948168293, 0.35169888829596485, -0.7389908453586247]"
