problem,algorithm,status,error_msg,algorithm_key,dim,run,seed,error,best_value,evaluations,budget,seconds
BBOB_f1,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,21,2059815491,1.4210854715202004e-14,79.48000000000002,20000,20000,1.5867
BBOB_f1,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,22,2553359343,2.842170943040401e-14,79.48000000000003,20000,20000,1.5107
BBOB_f1,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,23,3657239589,1.4210854715202004e-14,79.48000000000002,20000,20000,1.5336
BBOB_f1,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,24,1942224044,2.842170943040401e-14,79.48000000000003,20000,20000,1.4968
BBOB_f1,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,25,2360413861,2.842170943040401e-14,79.48000000000003,20000,20000,1.6
BBOB_f1,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,26,4025224031,1.4210854715202004e-14,79.48000000000002,20000,20000,1.7861
BBOB_f1,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,27,958696631,7.105427357601002e-14,79.48000000000008,20000,20000,1.5164
BBOB_f1,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,28,2407492942,2.842170943040401e-14,79.48000000000003,20000,20000,1.6531
BBOB_f1,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,29,3132609769,2.842170943040401e-14,79.48000000000003,20000,20000,1.7703
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,0,1629467551,0.0,79.48,20000,20000,0.8876
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,1,1427935023,0.0,79.48,20000,20000,0.8662
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,2,843309848,0.0,79.48,20000,20000,0.86
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,3,3167231408,0.0,79.48,20000,20000,0.8681
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,4,4161474936,0.0,79.48,20000,20000,0.8735
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,5,183721593,0.0,79.48,20000,20000,0.8633
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,6,2866038562,0.0,79.48,20000,20000,0.8417
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,7,3518611190,0.0,79.48,20000,20000,0.8441
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,8,62167272,0.0,79.48,20000,20000,0.8386
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,9,2980186335,0.0,79.48,20000,20000,0.8419
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,10,1342881623,0.0,79.48,20000,20000,0.8632
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,11,774583565,0.0,79.48,20000,20000,0.8293
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,12,3337986144,0.0,79.48,20000,20000,0.8496
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,13,1268610009,0.0,79.48,20000,20000,0.8617
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,14,3732379323,0.0,79.48,20000,20000,0.8525
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,15,1564651183,0.0,79.48,20000,20000,0.8724
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,16,2731548437,0.0,79.48,20000,20000,1.0016
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,17,119014044,0.0,79.48,20000,20000,0.9503
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,18,665310750,0.0,79.48,20000,20000,0.9232
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,19,1206579491,0.0,79.48,20000,20000,0.9094
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,20,2369365325,0.0,79.48,20000,20000,0.9413
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,21,1953109946,0.0,79.48,20000,20000,0.9253
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,22,130630806,0.0,79.48,20000,20000,0.8988
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,23,3718655344,0.0,79.48,20000,20000,0.8905
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,24,2946264389,0.0,79.48,20000,20000,0.9763
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,25,3161001196,0.0,79.48,20000,20000,0.9559
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,26,2566475088,0.0,79.48,20000,20000,0.9496
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,27,2389801709,0.0,79.48,20000,20000,0.9685
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,28,3220233715,0.0,79.48,20000,20000,0.942
BBOB_f1,DE/rand/1/bin F=0.5 CR=0.9 NP=50,ok,,de,10,29,2597578464,0.0,79.48,20000,20000,0.8925
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,0,1581383967,2.421628215643068e-05,79.48002421628216,20000,20000,0.6511
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,1,147617738,2.1563733838547705e-05,79.48002156373384,20000,20000,0.6643
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,2,4252613136,3.082916357755039e-05,79.48003082916358,20000,20000,0.6832
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,3,3535828128,2.7621047621551043e-05,79.48002762104763,20000,20000,0.6786
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,4,3833921763,2.123183153912578e-05,79.48002123183154,20000,20000,0.6517
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,5,252653534,6.897684032480811e-05,79.48006897684033,20000,20000,0.6783
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,6,2562954926,4.1444307527171986e-05,79.48004144430753,20000,20000,0.6739
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,7,3411043179,3.921141838247877e-05,79.48003921141839,20000,20000,0.6596
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,8,3090332759,1.1785278729803395e-05,79.48001178527873,20000,20000,0.6673
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,9,835626914,2.0327991890667363e-05,79.4800203279919,20000,20000,0.652
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,10,2467193165,2.5520712682691737e-05,79.48002552071269,20000,20000,0.6426
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,11,50051738,3.293989648511797e-05,79.48003293989649,20000,20000,0.7033
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,12,2252367138,3.52106956853504e-05,79.48003521069569,20000,20000,0.6222
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,13,3603599309,1.4295545696541012e-05,79.4800142955457,20000,20000,0.6523
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,14,2052867419,9.560429745647525e-06,79.48000956042975,20000,20000,0.6661
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,15,3404313451,1.8726678831626486e-05,79.48001872667884,20000,20000,0.6602
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,16,4207903965,1.2129925494264171e-05,79.4800121299255,20000,20000,0.698
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,17,1234811605,2.9965512410967676e-05,79.48002996551241,20000,20000,0.6368
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,18,79935818,7.5013194731354815e-06,79.48000750131948,20000,20000,0.6706
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,19,69476001,4.4770739108912494e-05,79.48004477073911,20000,20000,0.6764
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,20,2219660908,1.500741608140288e-05,79.48001500741609,20000,20000,0.6818
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,21,1685763360,2.5797433337970688e-05,79.48002579743334,20000,20000,0.6695
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,22,3006841953,2.217478521515659e-05,79.48002217478522,20000,20000,0.65
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,23,382837663,3.22447149301297e-05,79.48003224471493,20000,20000,0.6471
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,24,1644690261,8.004769327385475e-06,79.48000800476933,20000,20000,0.6414
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,25,3423811762,1.2388401557927864e-05,79.48001238840156,20000,20000,0.653
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,26,3844857616,3.382750044522709e-05,79.48003382750045,20000,20000,0.6763
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,27,1346539660,2.3930446673148253e-05,79.48002393044668,20000,20000,0.684
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,28,110755494,6.070721885009789e-05,79.48006070721885,20000,20000,0.6658
BBOB_f1,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,ok,,ga,10,29,3893305493,5.948359535068448e-05,79.48005948359535,20000,20000,0.7069
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,0,1231085680,0.0,79.48,20000,20000,0.1565
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,1,2269807963,0.0,79.48,20000,20000,0.1524
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,2,1612783440,1.4210854715202004e-14,79.48000000000002,20000,20000,0.1259
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,3,524445548,0.0,79.48,20000,20000,0.128
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,4,288769990,0.0,79.48,20000,20000,0.1135
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,5,750402972,0.0,79.48,20000,20000,0.1133
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,6,2527037366,0.0,79.48,20000,20000,0.1072
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,7,643203762,1.4210854715202004e-14,79.48000000000002,20000,20000,0.1071
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,8,13213995,0.0,79.48,20000,20000,0.1018
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,9,94017131,0.0,79.48,20000,20000,0.0987
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,10,2779834120,0.0,79.48,20000,20000,0.0963
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,11,4134085656,0.0,79.48,20000,20000,0.1013
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,12,1163248798,0.0,79.48,20000,20000,0.092
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,13,645252401,1.4210854715202004e-14,79.48000000000002,20000,20000,0.0979
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,14,3437030985,0.0,79.48,20000,20000,0.0936
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,15,138757135,0.0,79.48,20000,20000,0.0949
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,16,3234195925,0.0,79.48,20000,20000,0.1018
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,17,2124649587,0.0,79.48,20000,20000,0.0908
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,18,693886794,0.0,79.48,20000,20000,0.0922
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,19,388140579,3.797821440000007,83.27782144000001,20000,20000,0.0975
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,20,309303727,0.0,79.48,20000,20000,0.0966
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,21,2083364057,0.0,79.48,20000,20000,0.0985
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,22,3005651676,0.0,79.48,20000,20000,0.0966
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,23,2981090056,0.0,79.48,20000,20000,0.106
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,24,1632763740,0.0,79.48,20000,20000,0.1115
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,25,1944020129,0.0,79.48,20000,20000,0.1029
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,26,727845727,0.0,79.48,20000,20000,0.1108
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,27,1012162459,0.0,79.48,20000,20000,0.0975
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,28,2742177322,0.0,79.48,20000,20000,0.1178
BBOB_f1,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,ok,,pso,10,29,1067120963,0.0,79.48,20000,20000,0.0964
BBOB_f1,RandomSearch,ok,,random,10,0,261206391,8.447973724635915,87.92797372463592,20000,20000,0.5087
BBOB_f1,RandomSearch,ok,,random,10,1,1153361587,10.999450872046026,90.47945087204603,20000,20000,0.4891
BBOB_f1,RandomSearch,ok,,random,10,2,2373407891,11.592955161263731,91.07295516126374,20000,20000,0.4742
BBOB_f1,RandomSearch,ok,,random,10,3,1159981256,11.80163021446306,91.28163021446306,20000,20000,0.4885
BBOB_f1,RandomSearch,ok,,random,10,4,2772035323,9.908120461205698,89.3881204612057,20000,20000,0.5169
BBOB_f1,RandomSearch,ok,,random,10,5,3146128560,13.43899729651028,92.91899729651028,20000,20000,0.4499
BBOB_f1,RandomSearch,ok,,random,10,6,4227390370,10.066325296023606,89.54632529602361,20000,20000,0.4826
BBOB_f1,RandomSearch,ok,,random,10,7,138152530,11.090433095221314,90.57043309522132,20000,20000,0.486
BBOB_f1,RandomSearch,ok,,random,10,8,2827577662,10.686919554618797,90.1669195546188,20000,20000,0.3958
BBOB_f1,RandomSearch,ok,,random,10,9,1356606607,9.488714116116142,88.96871411611615,20000,20000,0.4156
BBOB_f1,RandomSearch,ok,,random,10,10,2878090554,7.544910136080787,87.02491013608079,20000,20000,0.4013
BBOB_f1,RandomSearch,ok,,random,10,11,3150098000,14.29958331645095,93.77958331645095,20000,20000,0.3823
BBOB_f1,RandomSearch,ok,,random,10,12,124373332,10.326914583292634,89.80691458329264,20000,20000,0.3904
BBOB_f1,RandomSearch,ok,,random,10,13,344267538,13.175366794525871,92.65536679452588,20000,20000,0.412
BBOB_f1,RandomSearch,ok,,random,10,14,751757583,6.58379690357927,86.06379690357927,20000,20000,0.3959
BBOB_f1,RandomSearch,ok,,random,10,15,1283660157,9.973845967692682,89.45384596769269,20000,20000,0.3835
BBOB_f1,RandomSearch,ok,,random,10,16,1424346797,7.564204202813869,87.04420420281387,20000,20000,0.3832
BBOB_f1,RandomSearch,ok,,random,10,17,2783443102,14.184827289995368,93.66482728999537,20000,20000,0.3578
BBOB_f1,RandomSearch,ok,,random,10,18,3545694504,10.657935053575926,90.13793505357593,20000,20000,0.3795
BBOB_f1,RandomSearch,ok,,random,10,19,2910039984,10.245362544556613,89.72536254455662,20000,20000,0.3487
BBOB_f1,RandomSearch,ok,,random,10,20,111288983,10.256055403612692,89.7360554036127,20000,20000,0.3484
BBOB_f1,RandomSearch,ok,,random,10,21,1570554110,12.512054406719486,91.99205440671949,20000,20000,0.3414
BBOB_f1,RandomSearch,ok,,random,10,22,36084159,10.748050378717124,90.22805037871713,20000,20000,0.3311
BBOB_f1,RandomSearch,ok,,random,10,23,1328680351,2.8244909170079495,82.30449091700795,20000,20000,0.3538
BBOB_f1,RandomSearch,ok,,random,10,24,798913571,13.610937750674779,93.09093775067478,20000,20000,0.3492
BBOB_f1,RandomSearch,ok,,random,10,25,2622741673,7.7329666897605875,87.21296668976059,20000,20000,0.3703
BBOB_f1,RandomSearch,ok,,random,10,26,2566430699,7.647253852069483,87.12725385206949,20000,20000,0.3485
BBOB_f1,RandomSearch,ok,,random,10,27,456546350,12.00105483183836,91.48105483183836,20000,20000,0.38
BBOB_f1,RandomSearch,ok,,random,10,28,183878153,13.961415162498469,93.44141516249847,20000,20000,0.3654
BBOB_f1,RandomSearch,ok,,random,10,29,519022233,14.895584977649676,94.37558497764968,20000,20000,0.3682
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,0,3365262146,3.552713678800501e-14,-54.93999999999996,20000,20000,2.5731
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,1,156819514,1.4210854715202004e-14,-54.93999999999998,20000,20000,2.7316
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,2,2880665773,2.1316282072803006e-14,-54.939999999999976,20000,20000,2.545
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,3,2178246229,2.1316282072803006e-14,-54.939999999999976,20000,20000,2.7548
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,4,1693671460,3.552713678800501e-14,-54.93999999999996,20000,20000,2.6845
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,5,4283561013,7.105427357601002e-15,-54.93999999999999,20000,20000,2.6812
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,6,2409018369,1.4210854715202004e-14,-54.93999999999998,20000,20000,2.5972
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,7,621256788,1.4210854715202004e-14,-54.93999999999998,20000,20000,2.1769
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,8,2239118472,4.263256414560601e-14,-54.939999999999955,20000,20000,2.2628
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,9,3814582792,7.105427357601002e-15,-54.93999999999999,20000,20000,2.2929
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,10,3123916720,7.105427357601002e-15,-54.93999999999999,20000,20000,2.4658
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,11,4189106224,5.684341886080802e-14,-54.93999999999994,20000,20000,2.6338
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,12,2283703514,7.105427357601002e-15,-54.93999999999999,20000,20000,2.7583
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,13,549681316,2.1316282072803006e-14,-54.939999999999976,20000,20000,2.2827
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,14,3509287465,4.263256414560601e-14,-54.939999999999955,20000,20000,2.3636
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,15,3261088205,1.4210854715202004e-14,-54.93999999999998,20000,20000,2.8959
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,16,2287519343,1.4210854715202004e-14,-54.93999999999998,20000,20000,2.4011
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,17,574965638,3.552713678800501e-14,-54.93999999999996,20000,20000,2.7656
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,18,2091018418,1.4210854715202004e-14,-54.93999999999998,20000,20000,2.4479
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,19,497985793,3.552713678800501e-14,-54.93999999999996,20000,20000,2.6601
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,20,4111663025,2.842170943040401e-14,-54.93999999999997,20000,20000,3.29
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,21,1260853135,2.1316282072803006e-14,-54.939999999999976,20000,20000,2.825
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,22,2358198818,7.105427357601002e-15,-54.93999999999999,20000,20000,2.5966
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,23,4155606002,3.552713678800501e-14,-54.93999999999996,20000,20000,2.6082
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,24,3434884314,2.842170943040401e-14,-54.93999999999997,20000,20000,2.5354
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,25,3563513670,7.105427357601002e-15,-54.93999999999999,20000,20000,2.8659
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,26,3477302,7.105427357601002e-15,-54.93999999999999,20000,20000,2.6341
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,27,132621939,7.105427357601002e-15,-54.93999999999999,20000,20000,2.4938
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,28,1119044948,1.4210854715202004e-14,-54.93999999999998,20000,20000,2.4614
BBOB_f10,CMA-ES/IPOP sigma0=0.3*span ipop=x2,ok,,cmaes,10,29,157536685,4.263256414560601e-14,-54.939999999999955,20000,20000,2.72
