problem,algorithm,median,iqr,min,max,n_runs,solved_1e-8
BBOB_f13,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,127.8909141176587,119.69761499393388,0.6380550014522335,468.4434137035237,30,0.0
BBOB_f13,RandomSearch,554.1253520000793,132.78308510431464,315.9538543507198,684.5596680334402,30,0.0
BBOB_f14,CMA-ES/IPOP sigma0=0.3*span ipop=x2,3.424815986363683e-12,3.8831160509289475e-12,7.105427357601002e-13,2.7881696951226328e-11,30,1.0
BBOB_f14,DE/rand/1/bin F=0.5 CR=0.9 NP=50,2.10211737439181e-06,5.6377322792400256e-06,5.1928850552940276e-08,3.258353039825579e-05,30,0.0
BBOB_f14,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,0.0068666287625163,0.003332268237103999,0.0030549558798114,0.0131832448067896,30,0.0
BBOB_f14,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,0.19704455110093375,0.3937028798524657,5.2585065468235825e-05,4.531225484594515,30,0.0
BBOB_f14,RandomSearch,4.428119598059055,1.1367142454347796,1.6813281005998704,6.2938832042589965,30,0.0
BBOB_f15,CMA-ES/IPOP sigma0=0.3*span ipop=x2,3.979836228968963,1.9899181174618832,7.815393701093853e-07,9.949585533113918,30,0.0
BBOB_f15,DE/rand/1/bin F=0.5 CR=0.9 NP=50,32.80514691359758,7.479510955963235,11.950247669565329,43.59367353107859,30,0.0
BBOB_f15,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,73.231966193993,59.04295253920492,31.94440749657292,237.8786279186452,30,0.0
BBOB_f15,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,26.366336721860534,16.884063638363983,9.949585534097537,65.25310133406856,30,0.0
BBOB_f15,RandomSearch,126.01680909164907,21.174893426867683,86.76581580083007,153.57549361219662,30,0.0
BBOB_f16,CMA-ES/IPOP sigma0=0.3*span ipop=x2,0.1396894042924614,0.16639088310767042,0.0,0.912458266356026,30,0.03333333333333333
BBOB_f16,DE/rand/1/bin F=0.5 CR=0.9 NP=50,10.406041023784944,2.8943568812091147,6.694453312784489,13.632469985965855,30,0.0
BBOB_f16,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,2.9609347727927613,2.3266492698331724,0.8492479876033059,7.63836475165138,30,0.0
BBOB_f16,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,1.5357029687112629,2.084469918411454,0.1461909356526689,6.600622500232646,30,0.0
BBOB_f16,RandomSearch,9.747701203547749,3.1706039781562048,4.307023951417193,13.074720477193909,30,0.0
BBOB_f17,CMA-ES/IPOP sigma0=0.3*span ipop=x2,3.7391021582067197e-05,0.0011246388769583042,3.0411229090532288e-12,0.1053118770697985,30,0.13333333333333333
BBOB_f17,DE/rand/1/bin F=0.5 CR=0.9 NP=50,9.456120729467443e-05,7.794668088305874e-05,2.7957224482122456e-05,0.0003778323309617,30,0.0
BBOB_f17,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,4.161702724435801,2.865628310368036,0.2292378317449426,6.565721796964224,30,0.0
BBOB_f17,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,1.0207452710299965,0.8096623842905384,0.1134661499010398,2.5808756744276007,30,0.0
BBOB_f17,RandomSearch,4.4126949462794585,0.7522217609407038,2.9429476429969696,5.3851407868470815,30,0.0
BBOB_f18,CMA-ES/IPOP sigma0=0.3*span ipop=x2,0.0033627743287514,0.008897380162841752,1.431908660975978e-06,0.1767862959408788,30,0.0
BBOB_f18,DE/rand/1/bin F=0.5 CR=0.9 NP=50,0.0054544386401591,0.006283365508985576,0.0012925009488427,0.0239469177176125,30,0.0
BBOB_f18,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,15.34774272702274,10.406374806927985,1.3747824053789603,30.5606033711956,30,0.0
BBOB_f18,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,2.6073739658445687,4.406712771940372,0.103397588681485,9.144360544433232,30,0.0
BBOB_f18,RandomSearch,15.151302932389973,2.824506018011764,10.454431837510302,19.99747956197984,30,0.0
BBOB_f19,CMA-ES/IPOP sigma0=0.3*span ipop=x2,0.5360238845017165,0.6073135497983699,0.1473069360362302,2.707302316952962,30,0.0
BBOB_f19,DE/rand/1/bin F=0.5 CR=0.9 NP=50,2.654063770107129,0.6315147213598991,1.4301875093271832,3.6238398503166,30,0.0
BBOB_f19,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,2.8038129593877272,1.4302419660705503,1.038094709835022,5.9161094873183515,30,0.0
BBOB_f19,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,2.017091724255451,1.0158303971205422,0.538343354688962,4.179709872973561,30,0.0
BBOB_f19,RandomSearch,6.5032874237760865,1.4516741493502323,3.1393679660013305,8.130980109867195,30,0.0
BBOB_f2,CMA-ES/IPOP sigma0=0.3*span ipop=x2,2.8421709430404014e-14,0.0,0.0,5.684341886080803e-14,30,1.0
BBOB_f2,DE/rand/1/bin F=0.5 CR=0.9 NP=50,0.0,0.0,0.0,0.0,30,1.0
BBOB_f2,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,0.3284497569080571,0.7654705210529826,0.0178754474267464,3.90722229344388,30,0.0
BBOB_f2,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,102.90375857963237,601.2154223410423,0.0,76707.86176560429,30,0.26666666666666666
BBOB_f2,RandomSearch,46269.98023832106,30137.77240669489,10819.7195175639,84341.77010853757,30,0.0
BBOB_f20,CMA-ES/IPOP sigma0=0.3*span ipop=x2,1.0955682015883212,0.33067324898422623,0.4540163386201357,1.5003708847484631,30,0.0
BBOB_f20,DE/rand/1/bin F=0.5 CR=0.9 NP=50,1.6377406874574376,0.43170757618088396,0.4846140821665585,2.126837952325104,30,0.0
BBOB_f20,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,0.694342858593302,0.1954617466313664,0.2396627299077636,1.0562574565398108,30,0.0
BBOB_f20,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,0.9277861278160913,0.35108098188803183,0.4737533384577546,1.5397530059101427,30,0.0
BBOB_f20,RandomSearch,170.05074369285273,163.811028258079,4.751913816227329,1214.818326429927,30,0.0
BBOB_f21,CMA-ES/IPOP sigma0=0.3*span ipop=x2,0.9299973892540301,1.2452555341289404,0.0,1.2848383562973282,30,0.3
BBOB_f21,DE/rand/1/bin F=0.5 CR=0.9 NP=50,1.2452555353042882,1.2277183231025148,0.0,6.2493150157696675,30,0.03333333333333333
BBOB_f21,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,2.3254358662521533,5.949738239778812,4.097516708156945e-07,23.20815440031552,30,0.0
BBOB_f21,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,3.323164356395356,5.121137084985801,0.0,25.59119228596242,30,0.03333333333333333
BBOB_f21,RandomSearch,15.09004528234389,6.234951868934612,5.046673225021706,22.496890970412423,30,0.0
BBOB_f22,CMA-ES/IPOP sigma0=0.3*span ipop=x2,1.9549988595233572,8.526512829121202e-14,0.6918569111918487,14.584841529008033,30,0.0
BBOB_f22,DE/rand/1/bin F=0.5 CR=0.9 NP=50,1.9549988595233572,0.0,0.0,2.590547730101548,30,0.03333333333333333
BBOB_f22,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,1.955017130594399,0.6512699847796455,0.0909669006848616,42.90978171279676,30,0.0
BBOB_f22,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,3.2414460740251343,11.169335477548513,2.8861163968940673e-05,33.08226505045741,30,0.0
BBOB_f22,RandomSearch,19.70727554566855,8.971537653504129,9.824750169436127,27.455743006557327,30,0.0
BBOB_f23,CMA-ES/IPOP sigma0=0.3*span ipop=x2,1.3812552025423068,0.543331830172815,0.0187177514406053,2.0890170127014427,30,0.0
BBOB_f23,DE/rand/1/bin F=0.5 CR=0.9 NP=50,1.352589502870508,0.42068525317314487,0.7204225146959873,2.138871614653337,30,0.0
BBOB_f23,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,0.8521060767458639,0.5194898398095535,0.2182770520075729,1.4926424686400788,30,0.0
BBOB_f23,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,0.9377883795388916,0.48123347221565616,0.5618391499578985,1.705268430428414,30,0.0
BBOB_f23,RandomSearch,1.5141163715941346,0.3656016836061733,0.8251686152431947,1.9197766079421743,30,0.0
BBOB_f24,CMA-ES/IPOP sigma0=0.3*span ipop=x2,15.938615214710836,3.1633399575331733,4.2849898297017575,20.54169308831176,30,0.0
BBOB_f24,DE/rand/1/bin F=0.5 CR=0.9 NP=50,43.18598759881776,7.577018289349596,31.017270457332177,50.10605838402877,30,0.0
BBOB_f24,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,66.85767798674657,24.383904065184645,37.4875658145928,138.8046110219659,30,0.0
BBOB_f24,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,26.653913742723233,18.069834615693082,5.499693416140872,55.82808247031831,30,0.0
BBOB_f24,RandomSearch,106.16474618119594,9.826142371066666,87.73590512350638,123.63321028989658,30,0.0
BBOB_f3,CMA-ES/IPOP sigma0=0.3*span ipop=x2,4.477313322794458,0.994959057094007,1.9899181142096152,8.954626476021645,30,0.0
BBOB_f3,DE/rand/1/bin F=0.5 CR=0.9 NP=50,24.087315629581724,8.312372269266827,12.0522952387725,37.87048438461363,30,0.0
BBOB_f3,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,0.0126541990115356,0.01180038107094105,0.002878284511496,0.0537213539696495,30,0.0
BBOB_f3,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,6.964710880744718,8.457122972395254,0.0,40.52201153382663,30,0.03333333333333333
BBOB_f3,RandomSearch,115.1716935257611,15.770333042988156,88.74852756678553,132.9558725419967,30,0.0
BBOB_f4,CMA-ES/IPOP sigma0=0.3*span ipop=x2,9.949585533114941,3.7310926857774422,2.984877171292567,18.904186774601555,30,0.0
BBOB_f4,DE/rand/1/bin F=0.5 CR=0.9 NP=50,25.814205798889645,5.3004625266513905,12.734347293648112,34.607322887017745,30,0.0
BBOB_f4,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,0.033016942986137054,0.030346948813445324,0.0085175203176959,0.0858455405260656,30,0.0
BBOB_f4,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,12.934457666574673,9.949595894726855,1.989918114240652,51.75526848763979,30,0.0
BBOB_f4,RandomSearch,148.55759524608115,19.777231126754373,101.23403048698214,174.35776197801533,30,0.0
BBOB_f5,CMA-ES/IPOP sigma0=0.3*span ipop=x2,9.769962616701378e-15,1.7763568394002508e-14,0.0,5.3290705182007514e-14,30,1.0
BBOB_f5,DE/rand/1/bin F=0.5 CR=0.9 NP=50,0.0,0.0,0.0,0.0,30,1.0
BBOB_f5,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,0.0,0.0,0.0,0.0,30,1.0
BBOB_f5,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,0.0,0.0,0.0,16.681005372000584,30,0.8666666666666667
BBOB_f5,RandomSearch,49.98489871392752,7.570003548165566,39.019029570394515,64.80727021031876,30,0.0
BBOB_f6,CMA-ES/IPOP sigma0=0.3*span ipop=x2,1.2789769243681806e-13,9.947598300641403e-14,4.263256414560601e-14,3.2684965844964614e-13,30,1.0
BBOB_f6,DE/rand/1/bin F=0.5 CR=0.9 NP=50,3.4312842842609825e-06,5.791145921918428e-06,6.257221940586533e-07,2.0617534630673617e-05,30,0.0
BBOB_f6,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,0.27190480155706,0.2547533855331743,0.0392529025378536,1.300120179795087,30,0.0
BBOB_f6,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,39.94931338897838,51.05799558094736,1.1445911951568633e-07,150.95843137393564,30,0.0
BBOB_f6,RandomSearch,101.01856926418432,42.23172877019336,52.526187043962885,189.90668551886176,30,0.0
BBOB_f7,CMA-ES/IPOP sigma0=0.3*span ipop=x2,0.0,0.0,0.0,0.0,30,1.0
BBOB_f7,DE/rand/1/bin F=0.5 CR=0.9 NP=50,0.0,0.0,0.0,0.0351669844135642,30,0.9666666666666667
BBOB_f7,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,3.3137980556233657,4.46212579626658,0.4519575312310024,14.6883958780995,30,0.0
BBOB_f7,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,4.1430147570269185,6.3443197198624794,0.4381014777555947,24.28393029652858,30,0.0
BBOB_f7,RandomSearch,43.95526611432513,11.511482484853282,17.627629613316074,61.0424215962465,30,0.0
BBOB_f8,CMA-ES/IPOP sigma0=0.3*span ipop=x2,2.8421709430404014e-14,2.8421709430404014e-14,0.0,5.684341886080803e-14,30,1.0
BBOB_f8,DE/rand/1/bin F=0.5 CR=0.9 NP=50,3.0608997786556245,1.8145687092701905,0.6830053570920143,6.661379330524596,30,0.0
BBOB_f8,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,5.1048332163769885,5.66616671025475,0.0925369655905683,7.973531301964442,30,0.0
BBOB_f8,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,2.7472527290007633,4.359643578214396,0.4277338920640829,217.55529524946985,30,0.0
BBOB_f8,RandomSearch,2556.9906050721274,1224.9881079998966,476.9788584828999,3622.0049395823303,30,0.0
BBOB_f9,CMA-ES/IPOP sigma0=0.3*span ipop=x2,2.131628207280301e-14,1.421085471520201e-14,0.0,5.684341886080803e-14,30,1.0
BBOB_f9,DE/rand/1/bin F=0.5 CR=0.9 NP=50,4.701496173908481,1.5064892028035288,0.4690748706818652,6.677552099498413,30,0.0
BBOB_f9,GA/SBX NP=50 pc=0.9 eta_c=20.0 eta_m=20.0,7.983236686629468,6.3171689703294,0.7198557410778079,100.2806536917196,30,0.0
BBOB_f9,PSO/constriction N=40 c1=2.05 c2=2.05 chi=0.7298,4.403120066289091,1.5065855301134476,0.3831047951982071,692.0408360987414,30,0.0
BBOB_f9,RandomSearch,2186.059031509697,694.8017344615414,609.4213725222806,3692.9741816064543,30,0.0
